#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1548685906284224323,-0.8575082170,-0.1339713051,0.0925830707,10.8019676703,-0.1982987321,2.2561072616
1548685906289202323,-0.8507250623,-0.1471700136,0.0863589039,10.7912037539,-0.1322189675,2.2292741445
1548685906294181323,-0.8390792920,-0.1586340597,0.0830438979,10.7361881811,-0.0782104335,2.2007027330
1548685906299160323,-0.8298524323,-0.1686758383,0.0813598810,10.6728006733,-0.0314223204,2.2320346186
1548685906304140323,-0.8140965743,-0.1743562321,0.0780042224,10.6261570355,0.0021677525,2.1623238006
1548685906309119323,-0.8039199957,-0.1812094911,0.0738930681,10.5998452398,0.0153540467,2.1181316700
1548685906314098323,-0.7947097523,-0.1883581408,0.0703275877,10.5316737691,-0.0003516204,2.0932743584
1548685906319077323,-0.7867232988,-0.1880207615,0.0675724011,10.4635022985,-0.0436961697,2.0227044100
1548685906324056323,-0.7816250070,-0.1894431729,0.0680656861,10.4407784749,-0.0437240664,1.9585376480
1548685906329035323,-0.7765301831,-0.1856835849,0.0698973093,10.3331393107,-0.0895204490,2.0069086793
1548685906334014323,-0.7758111136,-0.1767535455,0.0717633063,10.2601838772,-0.1148455134,1.9739129415
1548685906338993323,-0.7770367787,-0.1669640821,0.0731087583,10.2243041558,-0.1629571819,1.9580021553
1548685906343972323,-0.7811829457,-0.1528613144,0.0742079979,10.1800524994,-0.2014656040,2.0055072566
1548685906348951323,-0.7872931858,-0.1344279505,0.0726363221,10.1836404716,-0.1870409130,1.9890424440
1548685906353930323,-0.7939182560,-0.1125153119,0.0670392873,10.1979923601,-0.1701996266,1.9900147921
1548685906358909323,-0.8017827608,-0.0920202430,0.0560847269,10.2111482580,-0.1581665706,2.0109337838
1548685906363888323,-0.8086998509,-0.0714991436,0.0410946773,10.2470279794,-0.1629292851,2.0514764297
1548685906368868323,-0.8163170335,-0.0518708216,0.0306755786,10.2757317565,-0.1196331882,2.1155505887
1548685906373846323,-0.8258626620,-0.0334127805,0.0218851988,10.3546671436,-0.1243430457,2.0851682809
1548685906378825323,-0.8332320141,-0.0212688463,0.0095904727,10.4527383821,-0.1590716743,2.1084586395
1548685906383804323,-0.8410802865,-0.0105713842,-0.0021619563,10.5149298992,-0.1710122304,2.1533336594
1548685906388783323,-0.8479392251,-0.0047794640,-0.0123083608,10.6022372212,-0.1552830712,2.1708963130
1548685906393762323,-0.8538226788,-0.0030165544,-0.0229971195,10.6907405340,-0.0794679176,2.1790488622
1548685906398741323,-0.8580026202,-0.0041292560,-0.0336985818,10.7290122368,-0.0433702178,2.1867240174
1548685906403720323,-0.8604442130,-0.0075759358,-0.0379700460,10.7660879489,-0.0168875104,2.1955902400
1548685906408699323,-0.8606925290,-0.0133253734,-0.0411850611,10.8091436146,-0.0216414155,2.2700317798
1548685906413678323,-0.8643353423,-0.0199528804,-0.0446380430,10.8079476239,0.0023909268,2.2688696239
1548685906418657323,-0.8652959617,-0.0300356831,-0.0467694881,10.8007716796,0.0083905699,2.2818612103
1548685906423637323,-0.8662707122,-0.0398170848,-0.0513173337,10.7732638932,0.0383990632,2.3443604173
1548685906428616323,-0.8682001520,-0.0476035503,-0.0523681680,10.7864197911,0.0732642392,2.3922364696
1548685906433594323,-0.8696747542,-0.0524816871,-0.0577209070,10.8414353639,0.1213993997,2.3996802972
1548685906438574323,-0.8750231016,-0.0588209415,-0.0625015153,10.8605712153,0.1538685359,2.4650599556
1548685906443552323,-0.8803660496,-0.0648777282,-0.0662084875,10.8761190945,0.2560313178,2.4777171415
1548685906448532323,-0.8840078801,-0.0740955068,-0.0704648707,10.9072148531,0.3137506375,2.5523057027
1548685906453511323,-0.8871715922,-0.0850307588,-0.0766034384,10.9418985838,0.3798861957,2.5764342767
1548685906458490323,-0.8874137632,-0.0951016847,-0.0803520625,10.9622304259,0.4796514695,2.5620639532
1548685906463469323,-0.8876352853,-0.1120974782,-0.0830215178,11.0016981194,0.5253641617,2.5720649424
1548685906468448323,-0.8866539940,-0.1287910093,-0.0873126353,10.9849542495,0.5601926314,2.5898687678
1548685906473427323,-0.8849518145,-0.1466258373,-0.0932200465,10.9717983516,0.6430931268,2.5794761533
1548685906478406323,-0.8810525064,-0.1650409446,-0.0967300147,10.9789742959,0.7200101299,2.5934262305
1548685906483385323,-0.8735084647,-0.1805705337,-0.0978579812,10.9347226395,0.7499980677,2.5283729314
1548685906488363323,-0.8630364545,-0.1989821547,-0.0968615915,10.8749231038,0.7883787519,2.5221444463
1548685906493343323,-0.8559526498,-0.2177025403,-0.0947612895,10.8533952710,0.7667218939,2.4732068303
1548685906498322323,-0.8476278629,-0.2364453670,-0.0875708197,10.8593752246,0.7030396374,2.4672801314
1548685906503301323,-0.8424338608,-0.2526333676,-0.0755222809,10.8342594196,0.6309073726,2.4863977881
1548685906508280323,-0.8374765739,-0.2708419246,-0.0632015977,10.8306714474,0.5936505616,2.4489426286
1548685906513259323,-0.8373454735,-0.2931220758,-0.0481505533,10.8581792338,0.5648437588,2.4110614241
1548685906518238323,-0.8367418801,-0.3102093969,-0.0333762188,10.8414353639,0.5528062980,2.4171542542
1548685906523217323,-0.8385742428,-0.3284472452,-0.0209958685,10.8593752246,0.5624418460,2.4204241405
1548685906528196323,-0.8421073955,-0.3443875255,-0.0083339077,10.8629631967,0.6585814927,2.4320736000
1548685906533175323,-0.8434936524,-0.3591331762,-0.0015982264,10.7900077632,0.7738542197,2.4060756362
1548685906538154323,-0.8417285097,-0.3727135102,0.0053773315,10.7409721440,0.8687275728,2.4325103609
1548685906543134323,-0.8378086771,-0.3845313663,0.0080369532,10.6787806269,0.9768033709,2.4180905187
1548685906548112323,-0.8317174368,-0.3911505258,0.0106734127,10.6118051469,1.1185206307,2.4588253913
1548685906553090323,-0.8207809539,-0.3977443938,0.0124618599,10.5711414627,1.2422448342,2.4194897736
1548685906558070323,-0.8074042451,-0.4052057885,0.0166458406,10.5436336763,1.3515649021,2.3729447103
1548685906563049323,-0.7893830879,-0.4103817389,0.0283045642,10.4969900385,1.4776851454,2.3243115899
1548685906568028323,-0.7638532229,-0.4158048146,0.0382866632,10.3797829486,1.5772815703,2.2215490237
1548685906573008323,-0.7380737314,-0.4189321481,0.0504125755,10.2039723137,1.7056466234,2.1922605664
1548685906577987323,-0.7110579005,-0.4177618906,0.0684307291,10.0185937532,1.7943441432,2.1162206788
1548685906582965323,-0.6779782785,-0.4102375891,0.0890753832,9.8176673133,1.7376180222,2.1260079329
1548685906587945323,-0.6458316465,-0.3932591326,0.1199229033,9.6394646971,1.6160285097,2.1671541639
1548685906592923323,-0.6148867323,-0.3636374066,0.1574829493,9.5282375607,1.4728907899,2.1733962307
1548685906597903323,-0.5868442466,-0.3311584074,0.1974825329,9.5330215236,1.3455174673,2.1663298556
1548685906602882323,-0.5622011039,-0.3078961407,0.2332236023,9.5856451150,1.2230096369,2.1879176235
1548685906607861323,-0.5429315662,-0.2903732392,0.2598881912,9.7088321584,1.1919169132,2.1628003657
1548685906612839323,-0.5239835307,-0.2730624881,0.2723265219,9.7315559820,1.1691126900,2.1343612393
1548685906617819323,-0.5040959311,-0.2640614567,0.2761718875,9.7650437220,1.1679521105,2.2030707802
1548685906622797323,-0.4871818449,-0.2561620707,0.2682312786,9.7363399448,1.1619084199,2.2597340263
1548685906627777323,-0.4688444736,-0.2453487152,0.2557117769,9.7315559820,1.1042214017,2.2117497008
1548685906632756323,-0.4497665479,-0.2400112525,0.2434585515,9.7303599913,0.9972694768,2.1848304995
1548685906637735323,-0.4338266927,-0.2393044531,0.2320419627,9.6861083349,0.8962731474,2.1420844754
1548685906642713323,-0.4161826137,-0.2354322110,0.2230242018,9.7004602234,0.8217859539,2.0504684876
1548685906647693323,-0.4016697035,-0.2359096208,0.2161851779,9.7100281491,0.7400827442,1.9471965562
1548685906652672323,-0.3910160796,-0.2390129732,0.2120668847,9.6346807342,0.6763006466,1.8415606485
1548685906657651323,-0.3817933430,-0.2421459047,0.2122568069,9.5366094957,0.6172974143,1.7760914914
1548685906662630323,-0.3740061927,-0.2487562850,0.2146098853,9.4899658579,0.5799877462,1.7017096399
1548685906667609323,-0.3645227032,-0.2498919625,0.2188230925,9.4624580715,0.5571218564,1.6610599524
1548685906672588323,-0.3552793065,-0.2507433055,0.2235751381,9.4265783501,0.4753628532,1.6287455817
1548685906677567323,-0.3464985866,-0.2536322714,0.2315545670,9.4122264616,0.3744032301,1.6336562919
1548685906682546323,-0.3345890023,-0.2553340745,0.2357469073,9.4337542944,0.3359755619,1.6697139995
1548685906687525323,-0.3268219473,-0.2630757825,0.2340739057,9.4588700994,0.2795269405,1.7092443173
1548685906692504323,-0.3193537237,-0.2753671497,0.2205941447,9.4433222201,0.2038013502,1.7423000762
1548685906697483323,-0.3148306044,-0.2844721711,0.2020366982,9.4086384894,0.1725148173,1.7638822913
1548685906702462323,-0.3135084173,-0.2961330023,0.1738442295,9.4493021737,0.1713630473,1.7668451838
1548685906707441323,-0.3136877733,-0.3063164076,0.1378779739,9.3799347123,0.2109336760,1.7912266313
1548685906712421323,-0.3121962396,-0.3138774598,0.0981363089,9.2531596967,0.2203915655,1.7800570269
1548685906717399323,-0.3124185427,-0.3151004669,0.0578677631,9.1622644025,0.1938427868,1.7402723457
1548685906722379323,-0.3104387810,-0.3114421990,0.0229455634,9.0665851454,0.1756999688,1.7579934469
1548685906727357323,-0.3128215350,-0.3032017177,-0.0097941052,9.0319014147,0.1672455559,1.7397115943
1548685906732336323,-0.3161577130,-0.2949814413,-0.0395721420,9.0235294798,0.1540166823,1.6448727655
1548685906737316323,-0.3214214445,-0.2876446089,-0.0674532168,9.0175495262,0.0674876233,1.6355980504
1548685906742294323,-0.3293198142,-0.2794879007,-0.0891368349,9.0151575448,0.0254255185,1.6661212481
1548685906747273323,-0.3379431048,-0.2661581571,-0.1084018645,9.0665851454,0.0543292259,1.6583790066
1548685906752253323,-0.3458080498,-0.2603354678,-0.1249828895,9.1503044954,0.0700539803,1.6724736691
1548685906757231323,-0.3536632352,-0.2591254731,-0.1415603736,9.2089080403,0.0629157815,1.7115348650
1548685906762210323,-0.3583663204,-0.2599155636,-0.1589694040,9.2699035667,0.0798143297,1.7646249013
1548685906767189323,-0.3603806939,-0.2707844162,-0.1763941292,9.3536229166,0.1219762757,1.8080203015
1548685906772168323,-0.3582555539,-0.2848169072,-0.1919733960,9.4074424987,0.1941437784,1.8377479832
1548685906777147323,-0.3534283166,-0.3046256052,-0.2035447119,9.4947498208,0.2507304155,1.8377156593
1548685906782127323,-0.3456953185,-0.3281579129,-0.2172864371,9.5700972357,0.2628398206,1.7991718473
1548685906787105323,-0.3355256187,-0.3551436496,-0.2302414232,9.5258455793,0.2555753521,1.7317834934
1548685906792085323,-0.3238802435,-0.3827186296,-0.2397187160,9.4851818951,0.2194747158,1.7311747481
1548685906797064323,-0.3136768367,-0.4114632548,-0.2473030873,9.4469101922,0.1929905402,1.7445985383
1548685906802043323,-0.3015330557,-0.4361721416,-0.2532968185,9.3249191395,0.1916390880,1.7192988857
1548685906807022323,-0.2915646135,-0.4557186389,-0.2560537825,9.1981441239,0.1758614765,1.6401423193
1548685906812001323,-0.2806354164,-0.4694979963,-0.2582867678,9.1251886904,0.1829820563,1.6399626810
1548685906816980323,-0.2704600125,-0.4772132227,-0.2629341868,9.0211374983,0.2237117963,1.5827555855
1548685906821959323,-0.2592902370,-0.4780430891,-0.2606153680,8.9230662598,0.2764657827,1.5770451153
1548685906826938323,-0.2495697047,-0.4780216340,-0.2569421057,8.8154270956,0.2775353306,1.5058294861
1548685906831917323,-0.2391580376,-0.4693307614,-0.2565034477,8.7974872350,0.2979420457,1.5224810097
1548685906836896323,-0.2258182553,-0.4586311275,-0.2520649452,8.8477188449,0.3028104744,1.4854537180
1548685906841874323,-0.2122410573,-0.4490763391,-0.2489700102,8.8393469099,0.3136154113,1.4234331443
1548685906846854323,-0.1969664469,-0.4395142279,-0.2458899919,8.9075183806,0.3317244595,1.3287151893
1548685906851833323,-0.1831461063,-0.4316852411,-0.2433327887,9.0115695726,0.3234403638,1.2921299307
1548685906856812323,-0.1671104733,-0.4287696732,-0.2367640366,9.0187455169,0.2549528134,1.2357792388
1548685906861791323,-0.1483899692,-0.4284488899,-0.2280690186,9.0905049597,0.1997631444,1.1597879658
1548685906866770323,-0.1325835397,-0.4275611605,-0.2198858003,9.1311686439,0.1180981093,1.0924334604
1548685906871750323,-0.1187105826,-0.4304281579,-0.2119511217,9.1216007182,-0.0201080471,1.0738424931
1548685906876728323,-0.1063104320,-0.4283931620,-0.2053497412,9.1383445882,-0.1054075188,0.9962642758
1548685906881707323,-0.0963393356,-0.4272276820,-0.1998002446,9.1586764303,-0.2363668257,0.9374056579
1548685906886687323,-0.0883181360,-0.4234715609,-0.1950410852,9.1718323282,-0.3517129653,0.8962253650
1548685906891665323,-0.0883052700,-0.4217578208,-0.1920893052,9.1407365696,-0.4454830007,0.8720549633
1548685906896644323,-0.0892702385,-0.4177390051,-0.1896677005,9.1072488297,-0.5572813305,0.8408879846
1548685906901624323,-0.0929059017,-0.4128653601,-0.1874917835,9.0940929318,-0.6414158180,0.8645348882
1548685906906602323,-0.1040985289,-0.4019437678,-0.1900868125,9.0522332569,-0.7087618762,0.8616058518
1548685906911582323,-0.1167524180,-0.3901592027,-0.1934751126,8.9912377305,-0.7328705675,0.8683049885
1548685906916561323,-0.1306334856,-0.3777901739,-0.1992693797,8.9792778234,-0.6908260817,0.8919032549
1548685906921540323,-0.1476903635,-0.3642611813,-0.2087953303,8.9852577769,-0.6619781678,0.9293279631
1548685906926519323,-0.1679066160,-0.3467111369,-0.2180282125,8.9888457491,-0.5886706411,0.9656015838
1548685906931498323,-0.1818199335,-0.3311461217,-0.2283888079,9.0486452847,-0.4900586055,0.9694503627
1548685906936477323,-0.1933125104,-0.3178682542,-0.2403797285,9.1144247740,-0.3589935845,0.9743816105
1548685906941456323,-0.1960628186,-0.3077297796,-0.2513710720,9.1216007182,-0.2640512235,0.9848101671
1548685906946435323,-0.1958872707,-0.3001835872,-0.2605067449,9.1419325604,-0.1486639729,0.9938818504
1548685906951414323,-0.1920565742,-0.2960914188,-0.2677924761,9.1371485975,-0.0573413661,0.9540654438
1548685906956393323,-0.1819257102,-0.2919676821,-0.2759390053,9.1144247740,-0.0141084040,0.9531918228
1548685906961372323,-0.1678966906,-0.2887081081,-0.2811658582,9.0940929318,0.0183122799,0.9147747505
1548685906966351323,-0.1536054609,-0.2820141823,-0.2815651395,9.0905049597,0.0723839488,0.8491609757
1548685906971330323,-0.1342042482,-0.2758908953,-0.2790556206,9.1072488297,0.0663960517,0.8020422473
1548685906976309323,-0.1140637914,-0.2717898058,-0.2752086237,9.1311686439,0.1096862756,0.7079210529
1548685906981288323,-0.0893213814,-0.2708284164,-0.2735473954,9.1311686439,0.1517454439,0.6410891466
1548685906986266323,-0.0628915107,-0.2686992485,-0.2732442909,9.0893089690,0.1853413898,0.6287558393
1548685906991246323,-0.0338030546,-0.2645361503,-0.2737715691,9.0534292476,0.1720787465,0.5448426940
1548685906996225323,-0.0042320635,-0.2592177861,-0.2743039946,9.0283134426,0.1984851048,0.5123538777
1548685907001204323,0.0251015572,-0.2541931307,-0.2740286747,9.0187455169,0.1876581440,0.4949025692
1548685907006183323,0.0546860695,-0.2488878742,-0.2721449210,8.9278502227,0.1719245801,0.4433921115
1548685907011162323,0.0847400589,-0.2475933308,-0.2745577605,8.9134983341,0.1322511737,0.3545030770
1548685907016140323,0.1090115347,-0.2440583261,-0.2694042256,8.8752266313,0.0877416403,0.3444854764
1548685907021120323,0.1298777707,-0.2341984248,-0.2636887972,8.7891153000,0.0840308546,0.3104912330
1548685907026098323,0.1478303051,-0.2260735554,-0.2592887913,8.7269237829,0.0467020992,0.2714903411
1548685907031078323,0.1655204034,-0.2141902665,-0.2570372461,8.6145006558,-0.0603863731,0.2683610692
1548685907036057323,0.1771434911,-0.1922588815,-0.2517870649,8.5869928694,-0.1108911449,0.2769550853
1548685907041036323,0.1851413757,-0.1732319480,-0.2454288487,8.5391532409,-0.1193617087,0.1990652452
1548685907046015323,0.1921186144,-0.1472552034,-0.2455105645,8.5415452223,-0.1085435574,0.1497932459
1548685907050995323,0.1995549604,-0.1203881840,-0.2498926357,8.5439372037,-0.1205575262,0.1732097284
1548685907055973323,0.2038428661,-0.0932508399,-0.2534418327,8.6168926373,-0.1252747249,0.1558042433
1548685907060952323,0.2105295420,-0.0672285366,-0.2621122767,8.7221398200,-0.0434305631,0.0711152654
1548685907065931323,0.2193749403,-0.0434754941,-0.2759009515,8.8058591699,0.0455973133,0.0453329266
1548685907070910323,0.2306313536,-0.0280419149,-0.2953422692,8.8991464456,0.1310318642,0.0065257786
1548685907075889323,0.2433289787,-0.0160411904,-0.3185522180,8.9661219255,0.2344594714,0.0407553180
1548685907080868323,0.2633500040,-0.0072210891,-0.3343066594,9.0247254705,0.2958176325,0.0106332320
1548685907085848323,0.2855935510,-0.0038968192,-0.3449752521,9.0809370340,0.3367441181,0.0028226974
1548685907090827323,0.3086160585,-0.0043594609,-0.3478618945,9.1562844489,0.3200129507,-0.0310245221
1548685907095806323,0.3365203284,-0.0100108513,-0.3470286717,9.2196719567,0.3176873870,-0.0998814174
1548685907100785323,0.3651840281,-0.0194302201,-0.3419035351,9.3069792788,0.3093827357,-0.1503060338
1548685907105764323,0.3936266461,-0.0311730027,-0.3338213894,9.3081752695,0.2733334882,-0.1749314095
1548685907110742323,0.4218610031,-0.0420869047,-0.3192946322,9.3141552231,0.2481053284,-0.2218984799
1548685907115722323,0.4488998214,-0.0553240359,-0.3026077349,9.3859146659,0.1989241120,-0.2638945781
1548685907120700323,0.4744811281,-0.0723050633,-0.2877844252,9.4074424987,0.1773201111,-0.3087299160
1548685907125679323,0.5003061422,-0.0898616315,-0.2729628040,9.3835226844,0.1676772219,-0.3869455170
1548685907130659323,0.5278248637,-0.1042425621,-0.2576216051,9.2926273902,0.1399267527,-0.3939054764
1548685907135638323,0.5502403230,-0.1120176254,-0.2417038174,9.1897721889,0.1061531483,-0.3772548518
1548685907140617323,0.5724095898,-0.1166254201,-0.2252494045,9.0964849133,0.0411473364,-0.3454867417
1548685907145596323,0.5938391492,-0.1140319307,-0.2082572028,9.0689771269,-0.0105591259,-0.3568215262
1548685907150575323,0.6094352166,-0.1028191148,-0.1904151041,9.0725650990,-0.0249750075,-0.3896911551
1548685907155554323,0.6257532002,-0.0967764217,-0.1755285226,9.1383445882,0.0279801294,-0.4210812066
1548685907160533323,0.6386304865,-0.0938686277,-0.1700059254,9.1586764303,0.0700642581,-0.3733048226
1548685907165512323,0.6526967826,-0.0912205942,-0.1687891913,9.0665851454,0.1048002279,-0.3626799840
1548685907170491323,0.6667373578,-0.0827935849,-0.1699930626,9.0498412754,0.1059813629,-0.3718304478
1548685907175470323,0.6831905519,-0.0763581478,-0.1741698021,9.0163535355,0.0710912266,-0.3479190112
1548685907180449323,0.6969639920,-0.0676205888,-0.1796671933,8.9170863063,0.0301118839,-0.2867680304
1548685907185428323,0.7088151424,-0.0551683431,-0.1805865198,8.9182822970,-0.0371813172,-0.3254530056
1548685907190407323,0.7218784931,-0.0447245515,-0.1823203451,8.9625339534,-0.1176402570,-0.3658938178
